content_signature,canonical_name,selected_file_id,duplicate_count,all_file_ids,original_names,original_urls,file_types
"1_ genetiivilauseke kuvasta|pdf,preentation",1_ Genetiivilauseke kuvasta.pdf,1WnJYoXm0cMNiDnZ4_BLesHC00_GhTnLP,2,1WnJYoXm0cMNiDnZ4_BLesHC00_GhTnLP | 1WnJYoXm0cMNiDnZ4_BLesHC00_GhTnLP,1_ Genetiivilauseke kuvasta.pdf | 1_ Genetiivilauseke kuvasta.pdfPDF,https://drive.google.com/file/d/1WnJYoXm0cMNiDnZ4_BLesHC00_GhTnLP/view?usp=drivesdk | https://drive.google.com/file/d/1WnJYoXm0cMNiDnZ4_BLesHC00_GhTnLP/view?usp=drivesdk,pdf | preentation
"genetiivi lumikot|preentation,video",genetiivi lumikot.mp4,1V4q3LRiXf4qVWagfyBaciFUDid7zIBLP,2,1V4q3LRiXf4qVWagfyBaciFUDid7zIBLP | 1V4q3LRiXf4qVWagfyBaciFUDid7zIBLP,genetiivi lumikot.mp4 | genetiivi lumikot.mp4Video,https://drive.google.com/file/d/1V4q3LRiXf4qVWagfyBaciFUDid7zIBLP/view?usp=drivesdk | https://drive.google.com/file/d/1V4q3LRiXf4qVWagfyBaciFUDid7zIBLP/view?usp=drivesdk,video | preentation
"lesson possession class|pdf,preentation",lesson possession CLASS.pdf,13CT5p8zCa0kgfZKn3yEICiFj5zw5r3hY,4,13CT5p8zCa0kgfZKn3yEICiFj5zw5r3hY | 13CT5p8zCa0kgfZKn3yEICiFj5zw5r3hY | 1oWTz_9D9PEt794v5h9exZP1Q6VGvPhhv | 1oWTz_9D9PEt794v5h9exZP1Q6VGvPhhv,lesson possession CLASS.pdf | lesson possession CLASS.pdfPDF | lesson possession CLASS.pdf | lesson possession CLASS.pdfPDF,https://drive.google.com/file/d/13CT5p8zCa0kgfZKn3yEICiFj5zw5r3hY/view?usp=drivesdk | https://drive.google.com/file/d/13CT5p8zCa0kgfZKn3yEICiFj5zw5r3hY/view?usp=drivesdk | https://drive.google.com/file/d/1oWTz_9D9PEt794v5h9exZP1Q6VGvPhhv/view?usp=drivesdk | https://drive.google.com/file/d/1oWTz_9D9PEt794v5h9exZP1Q6VGvPhhv/view?usp=drivesdk,pdf | preentation
"mitä hänellä on mitä hänellä ei ole|pdf,preentation",Mitä hänellä on Mitä hänellä ei ole.pdf,15pJiPcWTJExIDI0coJi0lgO4e6RDYvIk,2,15pJiPcWTJExIDI0coJi0lgO4e6RDYvIk | 15pJiPcWTJExIDI0coJi0lgO4e6RDYvIk,Mitä hänellä on Mitä hänellä ei ole.pdf | Mitä hänellä on Mitä hänellä ei ole.pdfPDF,https://drive.google.com/file/d/15pJiPcWTJExIDI0coJi0lgO4e6RDYvIk/view?usp=drivesdk | https://drive.google.com/file/d/15pJiPcWTJExIDI0coJi0lgO4e6RDYvIk/view?usp=drivesdk,pdf | preentation
"omistuslause lumikot|preentation,video","omistuslause, lumikot.mp4",1rTM6AWGOc99tqJ0YXLMU4pC_OOg7FsAX,2,1rTM6AWGOc99tqJ0YXLMU4pC_OOg7FsAX | 1rTM6AWGOc99tqJ0YXLMU4pC_OOg7FsAX,"omistuslause, lumikot.mp4 | omistuslause, lumikot.mp4Video",https://drive.google.com/file/d/1rTM6AWGOc99tqJ0YXLMU4pC_OOg7FsAX/view?usp=drivesdk | https://drive.google.com/file/d/1rTM6AWGOc99tqJ0YXLMU4pC_OOg7FsAX/view?usp=drivesdk,video | preentation
"lesson partitiivi class|pdf,preentation",lesson partitiivi CLASS.pdf,1zBOrIrp8hkVtLDkwrbWuFC0krlucgGTC,4,1zBOrIrp8hkVtLDkwrbWuFC0krlucgGTC | 1zBOrIrp8hkVtLDkwrbWuFC0krlucgGTC | 1pU6A77dfNFIu1BV8Ic49UEywcE4ftzYc | 1pU6A77dfNFIu1BV8Ic49UEywcE4ftzYc,lesson partitiivi CLASS.pdf | lesson partitiivi CLASS.pdfPDF | lesson partitiivi CLASS.pdf | lesson partitiivi CLASS.pdfPDF,https://drive.google.com/file/d/1zBOrIrp8hkVtLDkwrbWuFC0krlucgGTC/view?usp=drivesdk | https://drive.google.com/file/d/1zBOrIrp8hkVtLDkwrbWuFC0krlucgGTC/view?usp=drivesdk | https://drive.google.com/file/d/1pU6A77dfNFIu1BV8Ic49UEywcE4ftzYc/view?usp=drivesdk | https://drive.google.com/file/d/1pU6A77dfNFIu1BV8Ic49UEywcE4ftzYc/view?usp=drivesdk,pdf | preentation
"partitiivin muodostus|pdf,preentation",partitiivin muodostus.pdf,12OEOnpI9izLJIOSu0kNCBhpcEidRWvD5,2,12OEOnpI9izLJIOSu0kNCBhpcEidRWvD5 | 12OEOnpI9izLJIOSu0kNCBhpcEidRWvD5,partitiivin muodostus.pdf | partitiivin muodostus.pdfPDF,https://drive.google.com/file/d/12OEOnpI9izLJIOSu0kNCBhpcEidRWvD5/view?usp=drivesdk | https://drive.google.com/file/d/12OEOnpI9izLJIOSu0kNCBhpcEidRWvD5/view?usp=drivesdk,pdf | preentation
"partitiivi lumikot|preentation,video","partitiivi, lumikot.mp4",1MrueaGQ0GxAmM79flf41_qee3ziUA_du,2,1MrueaGQ0GxAmM79flf41_qee3ziUA_du | 1MrueaGQ0GxAmM79flf41_qee3ziUA_du,"partitiivi, lumikot.mp4 | partitiivi, lumikot.mp4Video",https://drive.google.com/file/d/1MrueaGQ0GxAmM79flf41_qee3ziUA_du/view?usp=drivesdk | https://drive.google.com/file/d/1MrueaGQ0GxAmM79flf41_qee3ziUA_du/view?usp=drivesdk,video | preentation
"mihin aikaan lumikot|preentation,video",Mihin aikaan Lumikot.mp4,1pp4VK2bSvTqtm3ojx5xC6-ZbupHIMHTt,2,1pp4VK2bSvTqtm3ojx5xC6-ZbupHIMHTt | 1pp4VK2bSvTqtm3ojx5xC6-ZbupHIMHTt,Mihin aikaan Lumikot.mp4 | Mihin aikaan Lumikot.mp4Video,https://drive.google.com/file/d/1pp4VK2bSvTqtm3ojx5xC6-ZbupHIMHTt/view?usp=drivesdk | https://drive.google.com/file/d/1pp4VK2bSvTqtm3ojx5xC6-ZbupHIMHTt/view?usp=drivesdk,video | preentation
"viikko 4_ mihin aikaan_ - google docs|google doc?,pdf,preentation",Viikko 4_ Mihin aikaan_ - Google Docs.pdf,12btQw5zeABReOCndnEyEOiFHdXVKxxrR,2,12btQw5zeABReOCndnEyEOiFHdXVKxxrR | 12btQw5zeABReOCndnEyEOiFHdXVKxxrR,Viikko 4_ Mihin aikaan_ - Google Docs.pdf | Viikko 4_ Mihin aikaan_ - Google Docs.pdfPDF,https://drive.google.com/file/d/12btQw5zeABReOCndnEyEOiFHdXVKxxrR/view?usp=drivesdk | https://drive.google.com/file/d/12btQw5zeABReOCndnEyEOiFHdXVKxxrR/view?usp=drivesdk,pdf | google doc? | preentation
"lesson genetiivi class 1|pdf,preentation",lesson genetiivi CLASS (1).pdf,1jZJwQQpLGbXOIHjiRzAwlIR9quwN_Chk,2,1jZJwQQpLGbXOIHjiRzAwlIR9quwN_Chk | 1jZJwQQpLGbXOIHjiRzAwlIR9quwN_Chk,lesson genetiivi CLASS (1).pdf | lesson genetiivi CLASS (1).pdfPDF,https://drive.google.com/file/d/1jZJwQQpLGbXOIHjiRzAwlIR9quwN_Chk/view?usp=drivesdk | https://drive.google.com/file/d/1jZJwQQpLGbXOIHjiRzAwlIR9quwN_Chk/view?usp=drivesdk,pdf | preentation
"digiajat|pdf,preentation",digiajat.pdf,16YmkjGwfTHJvBT8SOh_haLiNPGVP4X50,2,16YmkjGwfTHJvBT8SOh_haLiNPGVP4X50 | 16YmkjGwfTHJvBT8SOh_haLiNPGVP4X50,digiajat.pdf | digiajat.pdfPDF,https://drive.google.com/file/d/16YmkjGwfTHJvBT8SOh_haLiNPGVP4X50/view?usp=drivesdk | https://drive.google.com/file/d/16YmkjGwfTHJvBT8SOh_haLiNPGVP4X50/view?usp=drivesdk,pdf | preentation
"luento kello ope|pdf,preentation",Luento kello ope.pdf,1hDi7M6O3KtcWMRGCum86zL8FtScFZgTO,2,1hDi7M6O3KtcWMRGCum86zL8FtScFZgTO | 1hDi7M6O3KtcWMRGCum86zL8FtScFZgTO,Luento kello ope.pdf | Luento kello ope.pdfPDF,https://drive.google.com/file/d/1hDi7M6O3KtcWMRGCum86zL8FtScFZgTO/view?usp=drivesdk | https://drive.google.com/file/d/1hDi7M6O3KtcWMRGCum86zL8FtScFZgTO/view?usp=drivesdk,pdf | preentation
"kello lumikot|preentation,video",Kello Lumikot.mp4,1vNposics1wD346UlYdw0FPXtQPtOTkwI,2,1vNposics1wD346UlYdw0FPXtQPtOTkwI | 1vNposics1wD346UlYdw0FPXtQPtOTkwI,Kello Lumikot.mp4 | Kello Lumikot.mp4Video,https://drive.google.com/file/d/1vNposics1wD346UlYdw0FPXtQPtOTkwI/view?usp=drivesdk | https://drive.google.com/file/d/1vNposics1wD346UlYdw0FPXtQPtOTkwI/view?usp=drivesdk,video | preentation
"lumikot_ viikko 3_ mikä päivä millainen sää|pdf,preentation",Lumikot_ Viikko 3_ Mikä päivä millainen sää.pdf,1Zoz6_qymkvGrMhIT4AZNzZN2HpjAqBJD,2,1Zoz6_qymkvGrMhIT4AZNzZN2HpjAqBJD | 1Zoz6_qymkvGrMhIT4AZNzZN2HpjAqBJD,Lumikot_ Viikko 3_ Mikä päivä millainen sää.pdf | Lumikot_ Viikko 3_ Mikä päivä millainen sää.pdfPDF,https://drive.google.com/file/d/1Zoz6_qymkvGrMhIT4AZNzZN2HpjAqBJD/view?usp=drivesdk | https://drive.google.com/file/d/1Zoz6_qymkvGrMhIT4AZNzZN2HpjAqBJD/view?usp=drivesdk,pdf | preentation
"ko-kysymys ahmat|preentation,video",ko-kysymys ahmat.mp4,17h8Md_VbgjKBsKzuaGPGBlDbGyznuLLt,2,17h8Md_VbgjKBsKzuaGPGBlDbGyznuLLt | 17h8Md_VbgjKBsKzuaGPGBlDbGyznuLLt,ko-kysymys ahmat.mp4 | ko-kysymys ahmat.mp4Video,https://drive.google.com/file/d/17h8Md_VbgjKBsKzuaGPGBlDbGyznuLLt/view?usp=drivesdk | https://drive.google.com/file/d/17h8Md_VbgjKBsKzuaGPGBlDbGyznuLLt/view?usp=drivesdk,video | preentation
"peruslauseesta ko ja taivuta ko 1|pdf,preentation",peruslauseesta ko ja taivuta ko (1).pdf,1_xbwErbHCsScKkw1MW1StML03YfxQhVv,2,1_xbwErbHCsScKkw1MW1StML03YfxQhVv | 1_xbwErbHCsScKkw1MW1StML03YfxQhVv,peruslauseesta ko ja taivuta ko (1).pdf | peruslauseesta ko ja taivuta ko (1).pdfPDF,https://drive.google.com/file/d/1_xbwErbHCsScKkw1MW1StML03YfxQhVv/view?usp=drivesdk | https://drive.google.com/file/d/1_xbwErbHCsScKkw1MW1StML03YfxQhVv/view?usp=drivesdk,pdf | preentation
"luento7 ko-kys class 1|pdf,preentation",luento7 kO-kys CLASS (1).pdf,1Y-i3aakbPMJRbqkcvXXEYJJU6BmOGd7B,4,1Y-i3aakbPMJRbqkcvXXEYJJU6BmOGd7B | 1Y-i3aakbPMJRbqkcvXXEYJJU6BmOGd7B | 1m76x2TnSbCPYCgar1VMZepm8dM-ALS7C | 1m76x2TnSbCPYCgar1VMZepm8dM-ALS7C,luento7 kO-kys CLASS (1).pdf | luento7 kO-kys CLASS (1).pdfPDF | luento7 kO-kys CLASS (1).pdf | luento7 kO-kys CLASS (1).pdfPDF,https://drive.google.com/file/d/1Y-i3aakbPMJRbqkcvXXEYJJU6BmOGd7B/view?usp=drivesdk | https://drive.google.com/file/d/1Y-i3aakbPMJRbqkcvXXEYJJU6BmOGd7B/view?usp=drivesdk | https://drive.google.com/file/d/1m76x2TnSbCPYCgar1VMZepm8dM-ALS7C/view?usp=drivesdk | https://drive.google.com/file/d/1m76x2TnSbCPYCgar1VMZepm8dM-ALS7C/view?usp=drivesdk,pdf | preentation
"luento 6 vt25 class 1|pdf,preentation",Luento 6 VT25 CLASS (1).pdf,1MgO6Fc-O1syHKxBm3HxfdfAo1IE5QlL_,2,1MgO6Fc-O1syHKxBm3HxfdfAo1IE5QlL_ | 1MgO6Fc-O1syHKxBm3HxfdfAo1IE5QlL_,Luento 6 VT25 CLASS (1).pdf | Luento 6 VT25 CLASS (1).pdfPDF,https://drive.google.com/file/d/1MgO6Fc-O1syHKxBm3HxfdfAo1IE5QlL_/view?usp=drivesdk | https://drive.google.com/file/d/1MgO6Fc-O1syHKxBm3HxfdfAo1IE5QlL_/view?usp=drivesdk,pdf | preentation
"vt25taivutus|pdf,preentation",VT25taivutus.pdf,1D04yuSOGC0oNcqKe77hw5afIMQPLeeZJ,2,1D04yuSOGC0oNcqKe77hw5afIMQPLeeZJ | 1D04yuSOGC0oNcqKe77hw5afIMQPLeeZJ,VT25taivutus.pdf | VT25taivutus.pdfPDF,https://drive.google.com/file/d/1D04yuSOGC0oNcqKe77hw5afIMQPLeeZJ/view?usp=drivesdk | https://drive.google.com/file/d/1D04yuSOGC0oNcqKe77hw5afIMQPLeeZJ/view?usp=drivesdk,pdf | preentation
"verbityypit 2 ja 5 lumikot|preentation,video",verbityypit 2 ja 5 lumikot.mp4,1DrvkStzhLAcJfnEKb__Ww3QVCUEQBPFb,2,1DrvkStzhLAcJfnEKb__Ww3QVCUEQBPFb | 1DrvkStzhLAcJfnEKb__Ww3QVCUEQBPFb,verbityypit 2 ja 5 lumikot.mp4 | verbityypit 2 ja 5 lumikot.mp4Video,https://drive.google.com/file/d/1DrvkStzhLAcJfnEKb__Ww3QVCUEQBPFb/view?usp=drivesdk | https://drive.google.com/file/d/1DrvkStzhLAcJfnEKb__Ww3QVCUEQBPFb/view?usp=drivesdk,video | preentation
"luento 6 vt25 class|pdf,preentation",Luento 6 VT25 CLASS.pdf,168HOgijM0yow5LxxiHskeWGr6ke5o6IM,2,168HOgijM0yow5LxxiHskeWGr6ke5o6IM | 168HOgijM0yow5LxxiHskeWGr6ke5o6IM,Luento 6 VT25 CLASS.pdf | Luento 6 VT25 CLASS.pdfPDF,https://drive.google.com/file/d/168HOgijM0yow5LxxiHskeWGr6ke5o6IM/view?usp=drivesdk | https://drive.google.com/file/d/168HOgijM0yow5LxxiHskeWGr6ke5o6IM/view?usp=drivesdk,pdf | preentation
"viikko 3_ millainen sää_ mikä päivä tänään on_|pdf,preentation",Viikko 3_ Millainen sää_ Mikä päivä tänään on_.pdf,1tPlieOdKmo-8vxImq1TuhvEkcuAfz87r,2,1tPlieOdKmo-8vxImq1TuhvEkcuAfz87r | 1tPlieOdKmo-8vxImq1TuhvEkcuAfz87r,Viikko 3_ Millainen sää_ Mikä päivä tänään on_.pdf | Viikko 3_ Millainen sää_ Mikä päivä tänään on_.pdfPDF,https://drive.google.com/file/d/1tPlieOdKmo-8vxImq1TuhvEkcuAfz87r/view?usp=drivesdk | https://drive.google.com/file/d/1tPlieOdKmo-8vxImq1TuhvEkcuAfz87r/view?usp=drivesdk,pdf | preentation
"lessonkello cl|pdf,preentation",lesson.kello cl.pdf,1n9kzH89LwnzanWbOU_W7uE6MN6ecPiJe,2,1n9kzH89LwnzanWbOU_W7uE6MN6ecPiJe | 1n9kzH89LwnzanWbOU_W7uE6MN6ecPiJe,lesson.kello cl.pdf | lesson.kello cl.pdfPDF,https://drive.google.com/file/d/1n9kzH89LwnzanWbOU_W7uE6MN6ecPiJe/view?usp=drivesdk | https://drive.google.com/file/d/1n9kzH89LwnzanWbOU_W7uE6MN6ecPiJe/view?usp=drivesdk,pdf | preentation
"kuka sinä olet 2 lumikot|preentation,video",kuka sinä olet 2 lumikot.mp4,1xg2k61Y_DDbuxhTeuqwXt4T02dgkOTPA,2,1xg2k61Y_DDbuxhTeuqwXt4T02dgkOTPA | 1xg2k61Y_DDbuxhTeuqwXt4T02dgkOTPA,kuka sinä olet 2 lumikot.mp4 | kuka sinä olet 2 lumikot.mp4Video,https://drive.google.com/file/d/1xg2k61Y_DDbuxhTeuqwXt4T02dgkOTPA/view?usp=drivesdk | https://drive.google.com/file/d/1xg2k61Y_DDbuxhTeuqwXt4T02dgkOTPA/view?usp=drivesdk,video | preentation
"luento 5 vt1kpt class 1|pdf,preentation",Luento 5 VT1kpt CLASS (1).pdf,1HRNA7lhvjWdbQgIGyd575HLbmdCsXnea,2,1HRNA7lhvjWdbQgIGyd575HLbmdCsXnea | 1HRNA7lhvjWdbQgIGyd575HLbmdCsXnea,Luento 5 VT1kpt CLASS (1).pdf | Luento 5 VT1kpt CLASS (1).pdfPDF,https://drive.google.com/file/d/1HRNA7lhvjWdbQgIGyd575HLbmdCsXnea/view?usp=drivesdk | https://drive.google.com/file/d/1HRNA7lhvjWdbQgIGyd575HLbmdCsXnea/view?usp=drivesdk,pdf | preentation
"vt1kpt muodostus|pdf,preentation",vt1kpt muodostus.pdf,1jiQi3ZQeeTZ3KrmbCU1jHYvl6-E4fn0n,2,1jiQi3ZQeeTZ3KrmbCU1jHYvl6-E4fn0n | 1jiQi3ZQeeTZ3KrmbCU1jHYvl6-E4fn0n,vt1kpt muodostus.pdf | vt1kpt muodostus.pdfPDF,https://drive.google.com/file/d/1jiQi3ZQeeTZ3KrmbCU1jHYvl6-E4fn0n/view?usp=drivesdk | https://drive.google.com/file/d/1jiQi3ZQeeTZ3KrmbCU1jHYvl6-E4fn0n/view?usp=drivesdk,pdf | preentation
kpt|preentation,KPT.pngImage,1I52-3jvt0o9sEV7KZn0KbC_pZJ06ssQF,2,1I52-3jvt0o9sEV7KZn0KbC_pZJ06ssQF | 1I52-3jvt0o9sEV7KZn0KbC_pZJ06ssQF,KPT.png | KPT.pngImage,https://drive.google.com/file/d/1I52-3jvt0o9sEV7KZn0KbC_pZJ06ssQF/view?usp=drivesdk | https://drive.google.com/file/d/1I52-3jvt0o9sEV7KZn0KbC_pZJ06ssQF/view?usp=drivesdk,preentation
"vt1 ja kpt lumikot|preentation,video","vt1 ja kpt, lumikot.mp4",1xEaTycv9LdgLw6-ai-Bs5hhUj0OjtwlU,2,1xEaTycv9LdgLw6-ai-Bs5hhUj0OjtwlU | 1xEaTycv9LdgLw6-ai-Bs5hhUj0OjtwlU,"vt1 ja kpt, lumikot.mp4 | vt1 ja kpt, lumikot.mp4Video",https://drive.google.com/file/d/1xEaTycv9LdgLw6-ai-Bs5hhUj0OjtwlU/view?usp=drivesdk | https://drive.google.com/file/d/1xEaTycv9LdgLw6-ai-Bs5hhUj0OjtwlU/view?usp=drivesdk,video | preentation
"luento4vt1eikpt class 1|pdf,preentation",luento4vt1eikpt CLASS (1).pdf,1f5YKiuDpxXnWxNuSFXiI1Ri6bdHV0NER,2,1f5YKiuDpxXnWxNuSFXiI1Ri6bdHV0NER | 1f5YKiuDpxXnWxNuSFXiI1Ri6bdHV0NER,luento4vt1eikpt CLASS (1).pdf | luento4vt1eikpt CLASS (1).pdfPDF,https://drive.google.com/file/d/1f5YKiuDpxXnWxNuSFXiI1Ri6bdHV0NER/view?usp=drivesdk | https://drive.google.com/file/d/1f5YKiuDpxXnWxNuSFXiI1Ri6bdHV0NER/view?usp=drivesdk,pdf | preentation
"vt1 pos ja neg ei kpt|pdf,preentation",vt1 pos ja neg ei kpt.pdf,1NeK6fQRPplFcj37zCT8x2xJ74Ul88KQx,2,1NeK6fQRPplFcj37zCT8x2xJ74Ul88KQx | 1NeK6fQRPplFcj37zCT8x2xJ74Ul88KQx,vt1 pos ja neg ei kpt.pdf | vt1 pos ja neg ei kpt.pdfPDF,https://drive.google.com/file/d/1NeK6fQRPplFcj37zCT8x2xJ74Ul88KQx/view?usp=drivesdk | https://drive.google.com/file/d/1NeK6fQRPplFcj37zCT8x2xJ74Ul88KQx/view?usp=drivesdk,pdf | preentation
"verbityyppi1 lumikot|preentation,video",verbityyppi1 lumikot.mp4,1JS_darASUCPsffkf2iIroykjOMX1Ky2T,2,1JS_darASUCPsffkf2iIroykjOMX1Ky2T | 1JS_darASUCPsffkf2iIroykjOMX1Ky2T,verbityyppi1 lumikot.mp4 | verbityyppi1 lumikot.mp4Video,https://drive.google.com/file/d/1JS_darASUCPsffkf2iIroykjOMX1Ky2T/view?usp=drivesdk | https://drive.google.com/file/d/1JS_darASUCPsffkf2iIroykjOMX1Ky2T/view?usp=drivesdk,video | preentation
"ihmiset|pdf,preentation",ihmiset.pdf,13LBYKuch66_ZQvmhDAKW5KIu60_S0Ki0,2,13LBYKuch66_ZQvmhDAKW5KIu60_S0Ki0 | 13LBYKuch66_ZQvmhDAKW5KIu60_S0Ki0,ihmiset.pdf | ihmiset.pdfPDF,https://drive.google.com/file/d/13LBYKuch66_ZQvmhDAKW5KIu60_S0Ki0/view?usp=drivesdk | https://drive.google.com/file/d/13LBYKuch66_ZQvmhDAKW5KIu60_S0Ki0/view?usp=drivesdk,pdf | preentation
"kuka sinä olet 1 lumikot|preentation,video",Kuka sinä olet 1 lumikot.mp4,1fmPgl48MLn_OO3IgcLkvwH96kFbPpPIu,2,1fmPgl48MLn_OO3IgcLkvwH96kFbPpPIu | 1fmPgl48MLn_OO3IgcLkvwH96kFbPpPIu,Kuka sinä olet 1 lumikot.mp4 | Kuka sinä olet 1 lumikot.mp4Video,https://drive.google.com/file/d/1fmPgl48MLn_OO3IgcLkvwH96kFbPpPIu/view?usp=drivesdk | https://drive.google.com/file/d/1fmPgl48MLn_OO3IgcLkvwH96kFbPpPIu/view?usp=drivesdk,video | preentation
"viikko 1_ kuka sinä olet osa1 - google docs|google doc?,pdf,preentation","Viikko 1_ Kuka sinä olet, osa1 - Google Docs.pdf",10abZT9NHcA6OymaSY5QaoBRC-EyUv7bQ,2,10abZT9NHcA6OymaSY5QaoBRC-EyUv7bQ | 10abZT9NHcA6OymaSY5QaoBRC-EyUv7bQ,"Viikko 1_ Kuka sinä olet, osa1 - Google Docs.pdf | Viikko 1_ Kuka sinä olet, osa1 - Google Docs.pdfPDF",https://drive.google.com/file/d/10abZT9NHcA6OymaSY5QaoBRC-EyUv7bQ/view?usp=drivesdk | https://drive.google.com/file/d/10abZT9NHcA6OymaSY5QaoBRC-EyUv7bQ/view?usp=drivesdk,pdf | google doc? | preentation
"luento4vt1eikpt class|pdf,preentation",luento4vt1eikpt CLASS.pdf,1WF5kuMkP3MHbPtqAChx1JgEZAYpmCmle,2,1WF5kuMkP3MHbPtqAChx1JgEZAYpmCmle | 1WF5kuMkP3MHbPtqAChx1JgEZAYpmCmle,luento4vt1eikpt CLASS.pdf | luento4vt1eikpt CLASS.pdfPDF,https://drive.google.com/file/d/1WF5kuMkP3MHbPtqAChx1JgEZAYpmCmle/view?usp=drivesdk | https://drive.google.com/file/d/1WF5kuMkP3MHbPtqAChx1JgEZAYpmCmle/view?usp=drivesdk,pdf | preentation
"luento 5 vt1kpt class|pdf,preentation",Luento 5 VT1kpt CLASS.pdf,1myP-m1TtarC_ch31EGm-mJxTtQlOAPGQ,2,1myP-m1TtarC_ch31EGm-mJxTtQlOAPGQ | 1myP-m1TtarC_ch31EGm-mJxTtQlOAPGQ,Luento 5 VT1kpt CLASS.pdf | Luento 5 VT1kpt CLASS.pdfPDF,https://drive.google.com/file/d/1myP-m1TtarC_ch31EGm-mJxTtQlOAPGQ/view?usp=drivesdk | https://drive.google.com/file/d/1myP-m1TtarC_ch31EGm-mJxTtQlOAPGQ/view?usp=drivesdk,pdf | preentation
"viikko 2_ kuka sinä olet osa2 - google docs|google doc?,pdf,preentation","Viikko 2_ Kuka sinä olet, osa2 - Google Docs.pdf",1fz-rw-OgfkA9s5SHmaloDTxJhgZ6_RPp,2,1fz-rw-OgfkA9s5SHmaloDTxJhgZ6_RPp | 1fz-rw-OgfkA9s5SHmaloDTxJhgZ6_RPp,"Viikko 2_ Kuka sinä olet, osa2 - Google Docs.pdf | Viikko 2_ Kuka sinä olet, osa2 - Google Docs.pdfPDF",https://drive.google.com/file/d/1fz-rw-OgfkA9s5SHmaloDTxJhgZ6_RPp/view?usp=drivesdk | https://drive.google.com/file/d/1fz-rw-OgfkA9s5SHmaloDTxJhgZ6_RPp/view?usp=drivesdk,pdf | google doc? | preentation
"luento3kysymykset class|pdf,preentation",luento3kysymykset CLASS.pdf,1fWyQfUCYrV-O18hgntYvnhVFGh4IeG1e,4,1fWyQfUCYrV-O18hgntYvnhVFGh4IeG1e | 1fWyQfUCYrV-O18hgntYvnhVFGh4IeG1e | 1ozNYAnsybV8-jV396e7I1Bc3iKfoKDYW | 1ozNYAnsybV8-jV396e7I1Bc3iKfoKDYW,luento3kysymykset CLASS.pdf | luento3kysymykset CLASS.pdfPDF | luento3kysymykset CLASS.pdf | luento3kysymykset CLASS.pdfPDF,https://drive.google.com/file/d/1fWyQfUCYrV-O18hgntYvnhVFGh4IeG1e/view?usp=drivesdk | https://drive.google.com/file/d/1fWyQfUCYrV-O18hgntYvnhVFGh4IeG1e/view?usp=drivesdk | https://drive.google.com/file/d/1ozNYAnsybV8-jV396e7I1Bc3iKfoKDYW/view?usp=drivesdk | https://drive.google.com/file/d/1ozNYAnsybV8-jV396e7I1Bc3iKfoKDYW/view?usp=drivesdk,pdf | preentation
"suulliset ihmiset|pdf,preentation",suulliset ihmiset.pdf,1aL7PpDQ0hqgxWi-ng5IMPlcuPP6tdNeM,2,1aL7PpDQ0hqgxWi-ng5IMPlcuPP6tdNeM | 1aL7PpDQ0hqgxWi-ng5IMPlcuPP6tdNeM,suulliset ihmiset.pdf | suulliset ihmiset.pdfPDF,https://drive.google.com/file/d/1aL7PpDQ0hqgxWi-ng5IMPlcuPP6tdNeM/view?usp=drivesdk | https://drive.google.com/file/d/1aL7PpDQ0hqgxWi-ng5IMPlcuPP6tdNeM/view?usp=drivesdk,pdf | preentation
"kysymystehtäväv2|pdf,preentation",kysymystehtävä.v2.pdf,12jbXsP5Px4Cok9wocqlCx2qZzfM2yIpd,2,12jbXsP5Px4Cok9wocqlCx2qZzfM2yIpd | 12jbXsP5Px4Cok9wocqlCx2qZzfM2yIpd,kysymystehtävä.v2.pdf | kysymystehtävä.v2.pdfPDF,https://drive.google.com/file/d/12jbXsP5Px4Cok9wocqlCx2qZzfM2yIpd/view?usp=drivesdk | https://drive.google.com/file/d/12jbXsP5Px4Cok9wocqlCx2qZzfM2yIpd/view?usp=drivesdk,pdf | preentation
"kysymykset lumikot|preentation,video",kysymykset lumikot.mp4,17aHvhavb9kyg4_PfzafCnDiR9l56UjCI,2,17aHvhavb9kyg4_PfzafCnDiR9l56UjCI | 17aHvhavb9kyg4_PfzafCnDiR9l56UjCI,kysymykset lumikot.mp4 | kysymykset lumikot.mp4Video,https://drive.google.com/file/d/17aHvhavb9kyg4_PfzafCnDiR9l56UjCI/view?usp=drivesdk | https://drive.google.com/file/d/17aHvhavb9kyg4_PfzafCnDiR9l56UjCI/view?usp=drivesdk,video | preentation
"luento2numerot class 1|pdf,preentation",luento2numerot CLASS (1).pdf,1lWGlx9wVenMro8YcAENh9zQfYM8jqznZ,2,1lWGlx9wVenMro8YcAENh9zQfYM8jqznZ | 1lWGlx9wVenMro8YcAENh9zQfYM8jqznZ,luento2numerot CLASS (1).pdf | luento2numerot CLASS (1).pdfPDF,https://drive.google.com/file/d/1lWGlx9wVenMro8YcAENh9zQfYM8jqznZ/view?usp=drivesdk | https://drive.google.com/file/d/1lWGlx9wVenMro8YcAENh9zQfYM8jqznZ/view?usp=drivesdk,pdf | preentation
