content_signature,canonical_name,selected_file_id,duplicate_count,all_file_ids,original_names,original_urls,file_types
"lumikot asuminen spoken|preentation,video",Lumikot Asuminen spoken.mp4,1BFLEaKdelw6wb8EgqGeXJgRijK-m3wUq,2,1BFLEaKdelw6wb8EgqGeXJgRijK-m3wUq | 1BFLEaKdelw6wb8EgqGeXJgRijK-m3wUq,Lumikot Asuminen spoken.mp4 | Lumikot Asuminen spoken.mp4Video,https://drive.google.com/file/d/1BFLEaKdelw6wb8EgqGeXJgRijK-m3wUq/view?usp=drivesdk | https://drive.google.com/file/d/1BFLEaKdelw6wb8EgqGeXJgRijK-m3wUq/view?usp=drivesdk,video | preentation
"spoken 6|pdf,preentation",Spoken 6.pdf,14y4UL3AvWWvJ-F3WMasr3MHs0hH3J8ga,2,14y4UL3AvWWvJ-F3WMasr3MHs0hH3J8ga | 14y4UL3AvWWvJ-F3WMasr3MHs0hH3J8ga,Spoken 6.pdf | Spoken 6.pdfPDF,https://drive.google.com/file/d/14y4UL3AvWWvJ-F3WMasr3MHs0hH3J8ga/view?usp=drivesdk | https://drive.google.com/file/d/14y4UL3AvWWvJ-F3WMasr3MHs0hH3J8ga/view?usp=drivesdk,pdf | preentation
"luento19anatyypit1 class|pdf,preentation",Luento19anatyypit1 CLASS.pdf,1RK7nDlHZ8hXUeJLKSpW2SlS4Zz_LiuRs,2,1RK7nDlHZ8hXUeJLKSpW2SlS4Zz_LiuRs | 1RK7nDlHZ8hXUeJLKSpW2SlS4Zz_LiuRs,Luento19anatyypit1 CLASS.pdf | Luento19anatyypit1 CLASS.pdfPDF,https://drive.google.com/file/d/1RK7nDlHZ8hXUeJLKSpW2SlS4Zz_LiuRs/view?usp=drivesdk | https://drive.google.com/file/d/1RK7nDlHZ8hXUeJLKSpW2SlS4Zz_LiuRs/view?usp=drivesdk,pdf | preentation
"luento23mielipide class|pdf,preentation",Luento23mielipide CLASS.pdf,1wqfz0TDoNPaM6AdF2XyYVNp4IrlwVG_x,2,1wqfz0TDoNPaM6AdF2XyYVNp4IrlwVG_x | 1wqfz0TDoNPaM6AdF2XyYVNp4IrlwVG_x,Luento23mielipide CLASS.pdf | Luento23mielipide CLASS.pdfPDF,https://drive.google.com/file/d/1wqfz0TDoNPaM6AdF2XyYVNp4IrlwVG_x/view?usp=drivesdk | https://drive.google.com/file/d/1wqfz0TDoNPaM6AdF2XyYVNp4IrlwVG_x/view?usp=drivesdk,pdf | preentation
"luento18paikkalause|pdf,preentation",luento18paikkalause.pdf,1lZBHGlY3WBMkPzzjt0g_XOWW8hucb2Bl,2,1lZBHGlY3WBMkPzzjt0g_XOWW8hucb2Bl | 1lZBHGlY3WBMkPzzjt0g_XOWW8hucb2Bl,luento18paikkalause.pdf | luento18paikkalause.pdfPDF,https://drive.google.com/file/d/1lZBHGlY3WBMkPzzjt0g_XOWW8hucb2Bl/view?usp=drivesdk | https://drive.google.com/file/d/1lZBHGlY3WBMkPzzjt0g_XOWW8hucb2Bl/view?usp=drivesdk,pdf | preentation
"paikkalausetehtävä|pdf,preentation",paikkalausetehtävä.pdf,1mjXV4kd-CG7jduBFQnlt1rLLmq8PPO_M,2,1mjXV4kd-CG7jduBFQnlt1rLLmq8PPO_M | 1mjXV4kd-CG7jduBFQnlt1rLLmq8PPO_M,paikkalausetehtävä.pdf | paikkalausetehtävä.pdfPDF,https://drive.google.com/file/d/1mjXV4kd-CG7jduBFQnlt1rLLmq8PPO_M/view?usp=drivesdk | https://drive.google.com/file/d/1mjXV4kd-CG7jduBFQnlt1rLLmq8PPO_M/view?usp=drivesdk,pdf | preentation
"lumikot paikkailause|preentation,video",Lumikot Paikkailause.mp4,112eEERW9Rbp3r1tCsVXtIv0KLlG7y-As,2,112eEERW9Rbp3r1tCsVXtIv0KLlG7y-As | 112eEERW9Rbp3r1tCsVXtIv0KLlG7y-As,Lumikot Paikkailause.mp4 | Lumikot Paikkailause.mp4Video,https://drive.google.com/file/d/112eEERW9Rbp3r1tCsVXtIv0KLlG7y-As/view?usp=drivesdk | https://drive.google.com/file/d/112eEERW9Rbp3r1tCsVXtIv0KLlG7y-As/view?usp=drivesdk,video | preentation
"luento missä mistä mihin 2 class|pdf,preentation","luento missä, mistä, mihin 2 class.pdf",1StA94IOEE80u_uBBYhdMI5FEzvbU_xVg,2,1StA94IOEE80u_uBBYhdMI5FEzvbU_xVg | 1StA94IOEE80u_uBBYhdMI5FEzvbU_xVg,"luento missä, mistä, mihin 2 class.pdf | luento missä, mistä, mihin 2 class.pdfPDF",https://drive.google.com/file/d/1StA94IOEE80u_uBBYhdMI5FEzvbU_xVg/view?usp=drivesdk | https://drive.google.com/file/d/1StA94IOEE80u_uBBYhdMI5FEzvbU_xVg/view?usp=drivesdk,pdf | preentation
"mikä pääte_ - google docs|google doc?,pdf,preentation",Mikä pääte_ - Google Docs.pdf,1_4ox3hrSkc5rBZjdwXbnaQwA-k1eJedm,2,1_4ox3hrSkc5rBZjdwXbnaQwA-k1eJedm | 1_4ox3hrSkc5rBZjdwXbnaQwA-k1eJedm,Mikä pääte_ - Google Docs.pdf | Mikä pääte_ - Google Docs.pdfPDF,https://drive.google.com/file/d/1_4ox3hrSkc5rBZjdwXbnaQwA-k1eJedm/view?usp=drivesdk | https://drive.google.com/file/d/1_4ox3hrSkc5rBZjdwXbnaQwA-k1eJedm/view?usp=drivesdk,pdf | google doc? | preentation
"mikä on oikea mihin-muoto - google docs|google doc?,pdf,preentation",Mikä on oikea mihin-muoto - Google Docs.pdf,1S04NQdkXBfaA1Phr_uDjWNvfc0KdnGTX,2,1S04NQdkXBfaA1Phr_uDjWNvfc0KdnGTX | 1S04NQdkXBfaA1Phr_uDjWNvfc0KdnGTX,Mikä on oikea mihin-muoto - Google Docs.pdf | Mikä on oikea mihin-muoto - Google Docs.pdfPDF,https://drive.google.com/file/d/1S04NQdkXBfaA1Phr_uDjWNvfc0KdnGTX/view?usp=drivesdk | https://drive.google.com/file/d/1S04NQdkXBfaA1Phr_uDjWNvfc0KdnGTX/view?usp=drivesdk,pdf | google doc? | preentation
"puhu ryhmässä ja kirjoita lauseita - google docs|google doc?,pdf,preentation",Puhu ryhmässä ja kirjoita lauseita - Google Docs.pdf,1xHRY2kW9V6mlPRBIITdmat1zu_92bA4o,2,1xHRY2kW9V6mlPRBIITdmat1zu_92bA4o | 1xHRY2kW9V6mlPRBIITdmat1zu_92bA4o,Puhu ryhmässä ja kirjoita lauseita - Google Docs.pdf | Puhu ryhmässä ja kirjoita lauseita - Google Docs.pdfPDF,https://drive.google.com/file/d/1xHRY2kW9V6mlPRBIITdmat1zu_92bA4o/view?usp=drivesdk | https://drive.google.com/file/d/1xHRY2kW9V6mlPRBIITdmat1zu_92bA4o/view?usp=drivesdk,pdf | google doc? | preentation
"lumikot mismistmih2|preentation,video",Lumikot mismistmih2.mp4,1uIGmWlnSnWkIy8r_CSMIw6U5HvJizXO2,2,1uIGmWlnSnWkIy8r_CSMIw6U5HvJizXO2 | 1uIGmWlnSnWkIy8r_CSMIw6U5HvJizXO2,Lumikot mismistmih2.mp4 | Lumikot mismistmih2.mp4Video,https://drive.google.com/file/d/1uIGmWlnSnWkIy8r_CSMIw6U5HvJizXO2/view?usp=drivesdk | https://drive.google.com/file/d/1uIGmWlnSnWkIy8r_CSMIw6U5HvJizXO2/view?usp=drivesdk,video | preentation
"luento missä mistä mihin 1 class 2|pdf,preentation","luento missä, mistä, mihin 1 class (2).pdf",1SnXrpaDy5gBy_PtPbxVjizQiblV_ZTRS,2,1SnXrpaDy5gBy_PtPbxVjizQiblV_ZTRS | 1SnXrpaDy5gBy_PtPbxVjizQiblV_ZTRS,"luento missä, mistä, mihin 1 class (2).pdf | luento missä, mistä, mihin 1 class (2).pdfPDF",https://drive.google.com/file/d/1SnXrpaDy5gBy_PtPbxVjizQiblV_ZTRS/view?usp=drivesdk | https://drive.google.com/file/d/1SnXrpaDy5gBy_PtPbxVjizQiblV_ZTRS/view?usp=drivesdk,pdf | preentation
"missä hän on_ - google docs|google doc?,pdf,preentation",Missä hän on_ - Google Docs.pdf,1tpk0KBP8a3DmKcBF9aqQWRWOmpxyIXy7,2,1tpk0KBP8a3DmKcBF9aqQWRWOmpxyIXy7 | 1tpk0KBP8a3DmKcBF9aqQWRWOmpxyIXy7,Missä hän on_ - Google Docs.pdf | Missä hän on_ - Google Docs.pdfPDF,https://drive.google.com/file/d/1tpk0KBP8a3DmKcBF9aqQWRWOmpxyIXy7/view?usp=drivesdk | https://drive.google.com/file/d/1tpk0KBP8a3DmKcBF9aqQWRWOmpxyIXy7/view?usp=drivesdk,pdf | google doc? | preentation
"tehtävä_ tee sanoista lause - google docs|google doc?,pdf,preentation",Tehtävä_ tee sanoista lause - Google Docs.pdf,1fm-mnAU792bty4IoMHFyQaoUqxXCRMt1,2,1fm-mnAU792bty4IoMHFyQaoUqxXCRMt1 | 1fm-mnAU792bty4IoMHFyQaoUqxXCRMt1,Tehtävä_ tee sanoista lause - Google Docs.pdf | Tehtävä_ tee sanoista lause - Google Docs.pdfPDF,https://drive.google.com/file/d/1fm-mnAU792bty4IoMHFyQaoUqxXCRMt1/view?usp=drivesdk | https://drive.google.com/file/d/1fm-mnAU792bty4IoMHFyQaoUqxXCRMt1/view?usp=drivesdk,pdf | google doc? | preentation
"missä hän on_ 2 - google docs|google doc?,pdf,preentation",Missä hän on_ 2 - Google Docs.pdf,1ahcSihWdczpawsv1Zzf0QFeQCGfDs_0O,2,1ahcSihWdczpawsv1Zzf0QFeQCGfDs_0O | 1ahcSihWdczpawsv1Zzf0QFeQCGfDs_0O,Missä hän on_ 2 - Google Docs.pdf | Missä hän on_ 2 - Google Docs.pdfPDF,https://drive.google.com/file/d/1ahcSihWdczpawsv1Zzf0QFeQCGfDs_0O/view?usp=drivesdk | https://drive.google.com/file/d/1ahcSihWdczpawsv1Zzf0QFeQCGfDs_0O/view?usp=drivesdk,pdf | google doc? | preentation
"tehtävä_ tee sanoista lause2 - google docs|google doc?,pdf,preentation",Tehtävä_ tee sanoista lause2 - Google Docs.pdf,1UWn2QPmaZQ8Eipt9xJSumLAkzNIo_jsg,2,1UWn2QPmaZQ8Eipt9xJSumLAkzNIo_jsg | 1UWn2QPmaZQ8Eipt9xJSumLAkzNIo_jsg,Tehtävä_ tee sanoista lause2 - Google Docs.pdf | Tehtävä_ tee sanoista lause2 - Google Docs.pdfPDF,https://drive.google.com/file/d/1UWn2QPmaZQ8Eipt9xJSumLAkzNIo_jsg/view?usp=drivesdk | https://drive.google.com/file/d/1UWn2QPmaZQ8Eipt9xJSumLAkzNIo_jsg/view?usp=drivesdk,pdf | google doc? | preentation
"missämistämihin 1 lumikot|preentation,video","missä,mistä,mihin 1 lumikot.mp4",1hO0uFfojP550ck85WifeFIB2JRRIRdhg,2,1hO0uFfojP550ck85WifeFIB2JRRIRdhg | 1hO0uFfojP550ck85WifeFIB2JRRIRdhg,"missä,mistä,mihin 1 lumikot.mp4 | missä,mistä,mihin 1 lumikot.mp4Video",https://drive.google.com/file/d/1hO0uFfojP550ck85WifeFIB2JRRIRdhg/view?usp=drivesdk | https://drive.google.com/file/d/1hO0uFfojP550ck85WifeFIB2JRRIRdhg/view?usp=drivesdk,video | preentation
"vaatteet ja ulkonäkö lumikot|preentation,video","vaatteet ja ulkonäkö, lumikot.mp4",1slqEjRsNJzgqqtZi4I-Df5WsvF-lj7C1,2,1slqEjRsNJzgqqtZi4I-Df5WsvF-lj7C1 | 1slqEjRsNJzgqqtZi4I-Df5WsvF-lj7C1,"vaatteet ja ulkonäkö, lumikot.mp4 | vaatteet ja ulkonäkö, lumikot.mp4Video",https://drive.google.com/file/d/1slqEjRsNJzgqqtZi4I-Df5WsvF-lj7C1/view?usp=drivesdk | https://drive.google.com/file/d/1slqEjRsNJzgqqtZi4I-Df5WsvF-lj7C1/view?usp=drivesdk,video | preentation
"viikko 7_ vaatteet ulkonäkö ammatit - google docs|google doc?,pdf,preentation","Viikko 7_ Vaatteet, ulkonäkö, ammatit - Google Docs.pdf",1dPKXNkmE4c2YRg4u9tdJTqmJgtjH-neZ,2,1dPKXNkmE4c2YRg4u9tdJTqmJgtjH-neZ | 1dPKXNkmE4c2YRg4u9tdJTqmJgtjH-neZ,"Viikko 7_ Vaatteet, ulkonäkö, ammatit - Google Docs.pdf | Viikko 7_ Vaatteet, ulkonäkö, ammatit - Google Docs.pdfPDF",https://drive.google.com/file/d/1dPKXNkmE4c2YRg4u9tdJTqmJgtjH-neZ/view?usp=drivesdk | https://drive.google.com/file/d/1dPKXNkmE4c2YRg4u9tdJTqmJgtjH-neZ/view?usp=drivesdk,pdf | google doc? | preentation
"luento missä mistä mihin 1 class 1|pdf,preentation","luento missä, mistä, mihin 1 class (1).pdf",1ABzKfuWN9dHZKBaiue2ZceHiY27NrQcQ,2,1ABzKfuWN9dHZKBaiue2ZceHiY27NrQcQ | 1ABzKfuWN9dHZKBaiue2ZceHiY27NrQcQ,"luento missä, mistä, mihin 1 class (1).pdf | luento missä, mistä, mihin 1 class (1).pdfPDF",https://drive.google.com/file/d/1ABzKfuWN9dHZKBaiue2ZceHiY27NrQcQ/view?usp=drivesdk | https://drive.google.com/file/d/1ABzKfuWN9dHZKBaiue2ZceHiY27NrQcQ/view?usp=drivesdk,pdf | preentation
"luento missä mistä mihin 2 class 1|pdf,preentation","luento missä, mistä, mihin 2 class (1).pdf",1hhIQlp87aR8mpO4IhsZGFutcIBm7SS9b,2,1hhIQlp87aR8mpO4IhsZGFutcIBm7SS9b | 1hhIQlp87aR8mpO4IhsZGFutcIBm7SS9b,"luento missä, mistä, mihin 2 class (1).pdf | luento missä, mistä, mihin 2 class (1).pdfPDF",https://drive.google.com/file/d/1hhIQlp87aR8mpO4IhsZGFutcIBm7SS9b/view?usp=drivesdk | https://drive.google.com/file/d/1hhIQlp87aR8mpO4IhsZGFutcIBm7SS9b/view?usp=drivesdk,pdf | preentation
"luento18paikkalause class|pdf,preentation",luento18paikkalause CLASS.pdf,1lQJTpnVcvAbi5Y5H5eaebZxAWU9IG8uY,2,1lQJTpnVcvAbi5Y5H5eaebZxAWU9IG8uY | 1lQJTpnVcvAbi5Y5H5eaebZxAWU9IG8uY,luento18paikkalause CLASS.pdf | luento18paikkalause CLASS.pdfPDF,https://drive.google.com/file/d/1lQJTpnVcvAbi5Y5H5eaebZxAWU9IG8uY/view?usp=drivesdk | https://drive.google.com/file/d/1lQJTpnVcvAbi5Y5H5eaebZxAWU9IG8uY/view?usp=drivesdk,pdf | preentation
"01b minä - google docs|google doc?,pdf,preentation",01B. Minä - Google Docs.pdf,1esxftfXMtjYm_7jRY__insfupU0IL8d_,2,1esxftfXMtjYm_7jRY__insfupU0IL8d_ | 1esxftfXMtjYm_7jRY__insfupU0IL8d_,01B. Minä - Google Docs.pdf | 01B. Minä - Google Docs.pdfPDF,https://drive.google.com/file/d/1esxftfXMtjYm_7jRY__insfupU0IL8d_/view?usp=drivesdk | https://drive.google.com/file/d/1esxftfXMtjYm_7jRY__insfupU0IL8d_/view?usp=drivesdk,pdf | google doc? | preentation
"luento15nesessiivi class|pdf,preentation",luento15nesessiivi CLASS.pdf,147twZ5ikzDPcTwv6e8f2knWMRioeQzEp,4,147twZ5ikzDPcTwv6e8f2knWMRioeQzEp | 147twZ5ikzDPcTwv6e8f2knWMRioeQzEp | 1lPWK7XLd3X9sLQWEKgzmeaoYW3MVga2E | 1lPWK7XLd3X9sLQWEKgzmeaoYW3MVga2E,luento15nesessiivi CLASS.pdf | luento15nesessiivi CLASS.pdfPDF | luento15nesessiivi CLASS.pdf | luento15nesessiivi CLASS.pdfPDF,https://drive.google.com/file/d/147twZ5ikzDPcTwv6e8f2knWMRioeQzEp/view?usp=drivesdk | https://drive.google.com/file/d/147twZ5ikzDPcTwv6e8f2knWMRioeQzEp/view?usp=drivesdk | https://drive.google.com/file/d/1lPWK7XLd3X9sLQWEKgzmeaoYW3MVga2E/view?usp=drivesdk | https://drive.google.com/file/d/1lPWK7XLd3X9sLQWEKgzmeaoYW3MVga2E/view?usp=drivesdk,pdf | preentation
"nesessiivi - t1|pdf,preentation",Nesessiivi - t1.pdf,1PjUpbKrnLIsWuVEBdd5HnzMro_Bi_1C9,2,1PjUpbKrnLIsWuVEBdd5HnzMro_Bi_1C9 | 1PjUpbKrnLIsWuVEBdd5HnzMro_Bi_1C9,Nesessiivi - t1.pdf | Nesessiivi - t1.pdfPDF,https://drive.google.com/file/d/1PjUpbKrnLIsWuVEBdd5HnzMro_Bi_1C9/view?usp=drivesdk | https://drive.google.com/file/d/1PjUpbKrnLIsWuVEBdd5HnzMro_Bi_1C9/view?usp=drivesdk,pdf | preentation
"nesessiivi t2 ja 3|pdf,preentation",Nesessiivi t2 ja 3.pdf,1ZR2Lqp9unzIl-CMnM3AEPzPV2rUPJb7U,2,1ZR2Lqp9unzIl-CMnM3AEPzPV2rUPJb7U | 1ZR2Lqp9unzIl-CMnM3AEPzPV2rUPJb7U,Nesessiivi t2 ja 3.pdf | Nesessiivi t2 ja 3.pdfPDF,https://drive.google.com/file/d/1ZR2Lqp9unzIl-CMnM3AEPzPV2rUPJb7U/view?usp=drivesdk | https://drive.google.com/file/d/1ZR2Lqp9unzIl-CMnM3AEPzPV2rUPJb7U/view?usp=drivesdk,pdf | preentation
"nesessiivi lumikot|preentation,video","nesessiivi, lumikot.mp4",1uRTC1WdORONb242QIntP5vsNDCAmcwKP,2,1uRTC1WdORONb242QIntP5vsNDCAmcwKP | 1uRTC1WdORONb242QIntP5vsNDCAmcwKP,"nesessiivi, lumikot.mp4 | nesessiivi, lumikot.mp4Video",https://drive.google.com/file/d/1uRTC1WdORONb242QIntP5vsNDCAmcwKP/view?usp=drivesdk | https://drive.google.com/file/d/1uRTC1WdORONb242QIntP5vsNDCAmcwKP/view?usp=drivesdk,video | preentation
"153 ke 01a|document,google doc?,preentation",15.3. ke 01A. Minä,1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA,2,1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA | 1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA,15.3. ke 01A. Minä | 15.3. ke 01A. Minä,https://docs.google.com/document/d/1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA/edit?usp=classroom_web&authuser=0 | https://docs.google.com/document/d/1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA/edit?usp=classroom_web&authuser=0,google doc? | preentation | document
"153 ke 01a|document,google doc?,google docs,preentation",15.3. ke 01A. Minä,1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA,2,1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA | 1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA,15.3. ke 01A. MinäGoogle Docs | 15.3. ke 01A. MinäGoogle Docs,https://docs.google.com/document/d/1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA/edit?usp=classroom_web&authuser=0 | https://docs.google.com/document/d/1EPCmBqv9Sad2csS7KUwTQOIDeJGIFK0CeaIo2CLCbIA/edit?usp=classroom_web&authuser=0,google docs | google doc? | preentation | document
"verbityypit 3 ja 4 lumikot|document,google doc?,preentation","Verbityypit 3 ja 4, lumikot",1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM,2,1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM | 1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM,"Verbityypit 3 ja 4, lumikot | Verbityypit 3 ja 4, lumikot",https://docs.google.com/document/d/1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM/edit?usp=drivesdk | https://docs.google.com/document/d/1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM/edit?usp=drivesdk,google doc? | preentation | document
"verbityypit 3 ja 4 lumikot|document,google doc?,google docs,preentation","Verbityypit 3 ja 4, lumikot",1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM,2,1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM | 1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM,"Verbityypit 3 ja 4, lumikotGoogle Docs | Verbityypit 3 ja 4, lumikotGoogle Docs",https://docs.google.com/document/d/1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM/edit?usp=drivesdk | https://docs.google.com/document/d/1bcUh9a1NNXoPNHfYYrMFG-OHtTza_XWdNEpQNLD-UhM/edit?usp=drivesdk,google docs | google doc? | preentation | document
"luento vt34kpt class|pdf,preentation",Luento VT34kpt CLASS.pdf,1eAknzkds0ZL48vdfMkSC4kopkBrfKarh,4,1eAknzkds0ZL48vdfMkSC4kopkBrfKarh | 1eAknzkds0ZL48vdfMkSC4kopkBrfKarh | 1CN1TIqkPlANe3xlIBZTDSUryJ47R84c9 | 1CN1TIqkPlANe3xlIBZTDSUryJ47R84c9,Luento VT34kpt CLASS.pdf | Luento VT34kpt CLASS.pdfPDF | Luento VT34kpt CLASS.pdf | Luento VT34kpt CLASS.pdfPDF,https://drive.google.com/file/d/1eAknzkds0ZL48vdfMkSC4kopkBrfKarh/view?usp=drivesdk | https://drive.google.com/file/d/1eAknzkds0ZL48vdfMkSC4kopkBrfKarh/view?usp=drivesdk | https://drive.google.com/file/d/1CN1TIqkPlANe3xlIBZTDSUryJ47R84c9/view?usp=drivesdk | https://drive.google.com/file/d/1CN1TIqkPlANe3xlIBZTDSUryJ47R84c9/view?usp=drivesdk,pdf | preentation
"verbityyppi 3 vai 4 - google docs|google doc?,pdf,preentation",Verbityyppi 3 vai 4 - Google Docs.pdf,11Fp6bdcNb-64UkOf0NXloBUanxAonIVs,2,11Fp6bdcNb-64UkOf0NXloBUanxAonIVs | 11Fp6bdcNb-64UkOf0NXloBUanxAonIVs,Verbityyppi 3 vai 4 - Google Docs.pdf | Verbityyppi 3 vai 4 - Google Docs.pdfPDF,https://drive.google.com/file/d/11Fp6bdcNb-64UkOf0NXloBUanxAonIVs/view?usp=drivesdk | https://drive.google.com/file/d/11Fp6bdcNb-64UkOf0NXloBUanxAonIVs/view?usp=drivesdk,pdf | google doc? | preentation
"vt3 ja 4 kpt lumikot|preentation,video","vt3 ja 4, kpt, lumikot.mp4",1SE6L8kO-9n8DojAjkL7ObXwsfZcPeVnv,2,1SE6L8kO-9n8DojAjkL7ObXwsfZcPeVnv | 1SE6L8kO-9n8DojAjkL7ObXwsfZcPeVnv,"vt3 ja 4, kpt, lumikot.mp4 | vt3 ja 4, kpt, lumikot.mp4Video",https://drive.google.com/file/d/1SE6L8kO-9n8DojAjkL7ObXwsfZcPeVnv/view?usp=drivesdk | https://drive.google.com/file/d/1SE6L8kO-9n8DojAjkL7ObXwsfZcPeVnv/view?usp=drivesdk,video | preentation
"verbityypit 3 ja 4 - ei kpt class|pdf,preentation",Verbityypit 3 ja 4 - ei kpt CLASS.pdf,1R9LNhJ1jBCd1G2EMMqkfY9j4ulQ-9dOw,4,1R9LNhJ1jBCd1G2EMMqkfY9j4ulQ-9dOw | 1R9LNhJ1jBCd1G2EMMqkfY9j4ulQ-9dOw | 155UNA7EIFvfkO-vJsMlyBSDjFwQut2yi | 155UNA7EIFvfkO-vJsMlyBSDjFwQut2yi,Verbityypit 3 ja 4 - ei kpt CLASS.pdf | Verbityypit 3 ja 4 - ei kpt CLASS.pdfPDF | Verbityypit 3 ja 4 - ei kpt CLASS.pdf | Verbityypit 3 ja 4 - ei kpt CLASS.pdfPDF,https://drive.google.com/file/d/1R9LNhJ1jBCd1G2EMMqkfY9j4ulQ-9dOw/view?usp=drivesdk | https://drive.google.com/file/d/1R9LNhJ1jBCd1G2EMMqkfY9j4ulQ-9dOw/view?usp=drivesdk | https://drive.google.com/file/d/155UNA7EIFvfkO-vJsMlyBSDjFwQut2yi/view?usp=drivesdk | https://drive.google.com/file/d/155UNA7EIFvfkO-vJsMlyBSDjFwQut2yi/view?usp=drivesdk,pdf | preentation
"vt3ja4 lumikot|preentation,video",vt3ja4 lumikot.mp4,1hp9vVgHcEZFWmAEWjRn1z7T2VTtiKK0d,2,1hp9vVgHcEZFWmAEWjRn1z7T2VTtiKK0d | 1hp9vVgHcEZFWmAEWjRn1z7T2VTtiKK0d,vt3ja4 lumikot.mp4 | vt3ja4 lumikot.mp4Video,https://drive.google.com/file/d/1hp9vVgHcEZFWmAEWjRn1z7T2VTtiKK0d/view?usp=drivesdk | https://drive.google.com/file/d/1hp9vVgHcEZFWmAEWjRn1z7T2VTtiKK0d/view?usp=drivesdk,video | preentation
"spoken miten voit lumikot|preentation,video","spoken miten voit, lumikot.mp4",106_yXZ7rBKkICTLNtbgUyQO3LxNG-lfJ,2,106_yXZ7rBKkICTLNtbgUyQO3LxNG-lfJ | 106_yXZ7rBKkICTLNtbgUyQO3LxNG-lfJ,"spoken miten voit, lumikot.mp4 | spoken miten voit, lumikot.mp4Video",https://drive.google.com/file/d/106_yXZ7rBKkICTLNtbgUyQO3LxNG-lfJ/view?usp=drivesdk | https://drive.google.com/file/d/106_yXZ7rBKkICTLNtbgUyQO3LxNG-lfJ/view?usp=drivesdk,video | preentation
"viikko 5_ miten sä voit - google docs|google doc?,pdf,preentation",Viikko 5_ Miten sä voit - Google Docs.pdf,1zY1-CKgc3WALES2rmZqqk-FGxpwKwD2y,2,1zY1-CKgc3WALES2rmZqqk-FGxpwKwD2y | 1zY1-CKgc3WALES2rmZqqk-FGxpwKwD2y,Viikko 5_ Miten sä voit - Google Docs.pdf | Viikko 5_ Miten sä voit - Google Docs.pdfPDF,https://drive.google.com/file/d/1zY1-CKgc3WALES2rmZqqk-FGxpwKwD2y/view?usp=drivesdk | https://drive.google.com/file/d/1zY1-CKgc3WALES2rmZqqk-FGxpwKwD2y/view?usp=drivesdk,pdf | google doc? | preentation
"01a minä - google docs|google doc?,pdf,preentation",01A. Minä - Google Docs.pdf,1vE7leTYddJOgkGu4079xokefth0Www2L,2,1vE7leTYddJOgkGu4079xokefth0Www2L | 1vE7leTYddJOgkGu4079xokefth0Www2L,01A. Minä - Google Docs.pdf | 01A. Minä - Google Docs.pdfPDF,https://drive.google.com/file/d/1vE7leTYddJOgkGu4079xokefth0Www2L/view?usp=drivesdk | https://drive.google.com/file/d/1vE7leTYddJOgkGu4079xokefth0Www2L/view?usp=drivesdk,pdf | google doc? | preentation
"lesson genetiivi class|pdf,preentation",lesson genetiivi CLASS.pdf,145_UngEDq1j0fCCc0POQ2UuXxyw24tVM,2,145_UngEDq1j0fCCc0POQ2UuXxyw24tVM | 145_UngEDq1j0fCCc0POQ2UuXxyw24tVM,lesson genetiivi CLASS.pdf | lesson genetiivi CLASS.pdfPDF,https://drive.google.com/file/d/145_UngEDq1j0fCCc0POQ2UuXxyw24tVM/view?usp=drivesdk | https://drive.google.com/file/d/145_UngEDq1j0fCCc0POQ2UuXxyw24tVM/view?usp=drivesdk,pdf | preentation
